nwo,name,description,topics,predicted_naics,naics_description,confidence,readme_preview
smithandrewl/RequirementsVillage,RequirementsVillage,"A web app for cataloging abandoned, unfinished, or aspirational software projects. ""Where project ideas get laid to rest.""",[],54,"Professional, Scientific, Technical Services",0.7950704097747803,"![Requirements Village](./assets/requirements-village-header.png)

# Requirements Village

*Where project ideas get laid to rest.*

Requirements Village is a full-stack application for organizing software project ideas — especially the ones you may never finish. It provides a structured home for your someday/maybe/wishlist projects and lets you define tech stacks, components, and deployment plans for each one.

---

## 🧰 Tech Stack

- **Frontend:** SvelteKit
- **Backend:** C# Minimal API
- **Aut"
dembrandt/dembrandt,dembrandt,"Extract any website’s design system into tokens in seconds: logo, colors, typography, borders & more. One command.","[""component-library"", ""design"", ""design-systems"", ""ui"", ""automation"", ""cli"", ""design-system"", ""design-tokens"", ""frontend"", ""playwright"", ""reverse-engineering"", ""web-scraping"", ""figma"", ""developer-tools"", ""productivity"", ""web-automation""]",54,"Professional, Scientific, Technical Services",0.7948443293571472,"# Dembrandt.

[![npm version](https://img.shields.io/npm/v/dembrandt.svg)](https://www.npmjs.com/package/dembrandt)
[![npm downloads](https://img.shields.io/npm/dm/dembrandt.svg)](https://www.npmjs.com/package/dembrandt)
[![license](https://img.shields.io/npm/l/dembrandt.svg)](https://github.com/dembrandt/dembrandt/blob/main/LICENSE)

Extract any website’s design system into design tokens in a few seconds: logo, colors, typography, borders, and more. One command.

![Dembrandt Demo](showcase.png)"
dikeckaan/java-springboot-kutuphane-uygulamasi,java-springboot-kutuphane-uygulamasi,"%100 ai ile yazılmıştır, claude code ile deneme olarak tasarlandı",[],54,"Professional, Scientific, Technical Services",0.7947518825531006,"# Kütüphane Yönetim Sistemi

**Java ile Design Patterns ve Enterprise Mimari Öğretici Proje**

Bu proje, Java programlama dilinde ileri seviye konseptleri öğrenmek için tasarlanmış kapsamlı bir kütüphane yönetim sistemidir. Gerçek dünya senaryolarını simüle ederek, design pattern'ları ve katmanlı mimari yapıları uygulamalı olarak gösterir.

---

## İçindekiler

- [Özellikler](#özellikler)
- [Mimari Yapı](#mimari-yapı)
- [Design Pattern'lar](#design-patternlar)
- [Kurulum ve Çalıştırma](#kurulum-"
dverdonschot/claude-code-ai-skills,claude-code-ai-skills,My experiments with claude skills,[],61,Educational Services,0.7947269082069397,
ripple0328/gatherly,gatherly,,[],56,Administrative and Support Services,0.7946591377258301,"<div align=""center"">
  <h1>Gatherly</h1>

  [![CI/CD Pipeline](https://github.com/ripple0328/gatherly/actions/workflows/ci.yml/badge.svg)](https://github.com/ripple0328/gatherly/actions/workflows/ci.yml)
  [![Elixir](https://img.shields.io/badge/elixir-1.18.4-purple.svg)](https://elixir-lang.org)
  [![Phoenix](https://img.shields.io/badge/phoenix-1.8-orange.svg)](https://phoenixframework.org)
  [![License](https://img.shields.io/badge/license-MIT-blue.svg)](LICENSE)
  [![Live Demo](https://img.s"
kynetic-ai/kynetic-spec,kynetic-spec,,[],54,"Professional, Scientific, Technical Services",0.7946447134017944,"# Kynetic Spec (kspec)

> **Warning: Experimental Software**
>
> This project is a work-in-progress and is not ready for production use. APIs, file formats, and CLI commands may change without notice. Use at your own risk.
>
> If you're interested in the project, feel free to explore the code and design docs, but please don't depend on it for real work yet.

A structured specification and task management system designed for AI-assisted development. kspec provides a YAML-based format for defining"
shneydor/jeff-the-langgraph-chef,jeff-the-langgraph-chef,,[],11,"Agriculture, Forestry, Fishing and Hunting",0.7946200370788574,"# 🍅 Jeff the LangGraph Chef

*Production-ready LangGraph orchestration through a tomato-obsessed culinary personality*

[![License: MIT](https://img.shields.io/badge/License-MIT-yellow.svg)](https://opensource.org/licenses/MIT)
[![Python 3.11+](https://img.shields.io/badge/python-3.11+-blue.svg)](https://www.python.org/downloads/)
[![LangGraph](https://img.shields.io/badge/LangGraph-Latest-green.svg)](https://langchain-ai.github.io/langgraph/)
[![FastAPI](https://img.shields.io/badge/FastAPI-Pro"
fxpro32/kobrakai,kobrakai,This software is a no nonsense blocker against hackers that attempt brute force attacks on your FreePBX (Or Asterisk / Sangoma) devices on raspberry pi hardware..,[],51,Information,0.794596254825592,"# KobraKai

**No Mercy VoIP Hacker Blocker for FreePBX/Asterisk**

```
██╗  ██╗ ██████╗ ██████╗ ██████╗  █████╗ ██╗  ██╗ █████╗ ██╗
██║ ██╔╝██╔═══██╗██╔══██╗██╔══██╗██╔══██╗██║ ██╔╝██╔══██╗██║
█████╔╝ ██║   ██║██████╔╝██████╔╝███████║█████╔╝ ███████║██║
██╔═██╗ ██║   ██║██╔══██╗██╔══██╗██╔══██║██╔═██╗ ██╔══██║██║
██║  ██╗╚██████╔╝██████╔╝██║  ██║██║  ██║██║  ██╗██║  ██║██║
╚═╝  ╚═╝ ╚═════╝ ╚═════╝ ╚═╝  ╚═╝╚═╝  ╚═╝╚═╝  ╚═╝╚═╝  ╚═╝╚═╝
```

KobraKai is a real-time VoIP intrusion prevention system d"
red1oon/BIMCompiler,BIMCompiler,"Deterministic BIM compiler - extracts patterns from IFC databases, generates geometry with validated connections",[],23,Construction,0.7945906519889832,"# BIM Compiler

A domain-specific language (DSL) compiler that transforms human-readable building descriptions into valid IFC4 files.

## Overview

BIM Compiler bridges the gap between architectural intent and BIM execution. Write simple, declarative building descriptions and get fully-compliant IFC4 output with:

- **IfcWall** entities with proper geometry
- **IfcSpace** entities with OmniClass Table 13 classification
- **IfcOpeningElement** for doors and windows
- Proper IFC spatial hierarchy "
pikipiki-ride/wp-automation,wp-automation,Wordpress Automation,[],51,Information,0.7943971157073975,"# PikiPiki Blog Automation System

An automated system for generating SEO-optimized blog posts for PikiPiki using YouTube videos and AI.

## Features
- **Video Sourcing:** Automatically finds relevant YouTube videos.
- **AI Content Generation:** Uses Gemini Models to write SEO-optimized articles.
- **WordPress Integration:** auto-uploads drafts with featured images.
- **Dashboard:** Web interface for monitoring logs, managing settings, and tracking ground team operations.
- **Ground Team Tools:*"
biobricks-ai/pharmgkb,pharmgkb,The Pharmacogenomics Knowledge Base,"[""brick""]",54,"Professional, Scientific, Technical Services",0.7942627668380737,
cornmankl/whatsapp-root,whatsapp-root,,[],51,Information,0.7941295504570007,"# WhatsApp Automation Bot

⚠️ **IMPORTANT WARNING**: This system automates WhatsApp Web, which violates WhatsApp's Terms of Service and may lead to account bans. Use only for personal/educational purposes, not commercial. Implement with caution and inform users of risks in documentation.

A production-ready WhatsApp automation bot system with API-like features powered by Playwright automation of WhatsApp Web.

## Features

### Core Functionality
- **WhatsApp Web Automation**: Powered by Playwrig"
mihaehinayon/dessert-shop,dessert-shop,,[],44-45,Retail Trade,0.7939691543579102,"# Frontend Mentor - Product List with Cart

## My Learning Journey

### Challenge Overview
This is my solution to the [Product list with cart challenge on Frontend Mentor](https://www.frontendmentor.io/challenges/product-list-with-cart-5MmqLVAp_d). Frontend Mentor challenges help you improve your coding skills by building realistic projects.

### My Learning Process

**Background:** I come from a graphic design background and am a complete beginner in programming. This project was my first real "
thomasdavis/omega,omega,,[],51,Information,0.7937716841697693,"# Omega

**A self-evolving AI Discord bot with 80+ specialized tools, multi-database architecture, and autonomous development capabilities.**

Built with AI SDK v6, Discord.js, Next.js, and deployed on Railway.

---

## Table of Contents

- [Overview](#overview)
- [Key Features](#key-features)
- [Architecture](#architecture)
- [Project Structure](#project-structure)
- [Technology Stack](#technology-stack)
- [Getting Started](#getting-started)
- [Environment Variables](#environment-variables)
- ["
kangryong-dunghill/yeokk-da,yeokk-da,흩어진 디지털 발자취를 하나의 이야기로 엮어내는 AI 추억 플랫폼,[],51,Information,0.7935513854026794,"# 엮다 (Yeokk-da)

> 파편화된 사진과 음악을 AI와의 대화를 통해 한 편의 영화 같은 서사로 엮어내는 인터랙티브 추억 복원 플랫폼

## 요약

사용자가 던진 추억의 조각(이미지/텍스트)을 AI가 게임처럼 인터뷰하여:
- **게임화된 인터뷰**: 추억을 복원하는 듯한 다이얼로그 기반 입력
- **음악 주파수 맞추기**: 감성 분석 기반 Spotify BGM 큐레이션 및 라디오 다이얼식 탐색
- **시네마틱 스토리텔링**: 스크롤에 반응하는 한 편의 영화 같은 연출
- **멀티 채널 공유**: 인스타그램 스토리, 카카오톡 등 SNS 최적화 공유 기능

## 🎯 개발 목적
본 프로젝트는 AI Agent 기반의 차세대 개발 워크플로우를 탐색하고 실현하기 위해 개발하였습니다.

- AI-Native Development: **Claude Code 및 JIRA/Confluence MCP를 활용**하여 기획부터 구현까지 AI와 협업하는 프로세스 구축

- Systematic Age"
logdot-io/logdot-metrics-arduino,logdot-metrics-arduino,LogDot metrics library for Arduino and ESP32 devices,[],54,"Professional, Scientific, Technical Services",0.7934588193893433,"<p align=""center"">
  <h1 align=""center"">LogDot Metrics SDK for Arduino</h1>
  <p align=""center"">
    <strong>Cloud metrics for IoT devices made simple</strong>
  </p>
</p>

<p align=""center"">
  <a href=""https://github.com/logdot-io/logdot-metrics-arduino/releases""><img src=""https://img.shields.io/github/v/release/logdot-io/logdot-metrics-arduino?style=flat-square&color=blue"" alt=""Release""></a>
  <a href=""https://github.com/logdot-io/logdot-metrics-arduino/blob/main/LICENSE""><img src=""https://img"
naeem1632/tailor-app,tailor-app,,[],81,Other Services,0.793312132358551,"Tailor Web App (Java 21, Spring Boot 3.5.5, Thymeleaf, SQLite)
------------------------------------------------------------------
How to run:
1. Install Java 21 JDK.
2. From project root run: ./gradlew bootRun  (on Windows use gradlew.bat)
3. Open http://localhost:8080/clients

Notes:
- Data stored in 'tailor.db' SQLite file in project root.
- Uploaded pictures are saved to './uploads' and served at '/uploads/{filename}'.
- Filter clients from the list page by typing name or mobile.
- Filter dre"
jwt625/gdsjam,gdsjam,Web-based live collaborative GDSII viewer for semiconductor layout visualization.,"[""gdsii"", ""layout"", ""semiconductor"", ""webapp""]",31-33,Manufacturing,0.7932793498039246,"<div align=""center"">
  <a href=""https://gdsjam.com""><img src=""public/icon.svg"" alt=""GDSJam Icon"" width=""128"" height=""128""></a>

  # GDSJam

  Web-based live collaborative GDSII viewer for semiconductor layout visualization.

  [https://gdsjam.com](https://gdsjam.com)

  [![CI](https://github.com/jwt625/gdsjam/actions/workflows/ci.yml/badge.svg)](https://github.com/jwt625/gdsjam/actions/workflows/ci.yml)
  [![Deploy](https://github.com/jwt625/gdsjam/actions/workflows/deploy.yml/badge.svg)](https:"
kckern/ScriptureGuideUtils,ScriptureGuideUtils,A universal parser for scripture references,"[""bible"", ""parser"", ""reference"", ""scripture"", ""scripture-open-apps"", ""scripture-references""]",81,Other Services,0.7932677268981934,"# Scripture Guide

A multilingual scripture reference parser for looking up, generating, and detecting scripture references across multiple religious canons.

**[scripture.guide](https://scripture.guide)**

## Features

- **Parse references** - Convert ""John 3:16"" to verse IDs
- **Generate references** - Convert verse IDs back to human-readable strings
- **Detect references** - Find and link scripture references in text
- **12 languages** - English, Korean, German, French, Russian, Vietnamese, S"
